cement,blast_furnace_slag,fly_ash,water,superplasticizer,coarse_aggregate,fine_aggregate,age_log,concrete_compressive_strength
427.5,47.5,0.0,228.0,0.0,932.0,594.0,5.602118820879701,43.01
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3.367295829986474,45.94
401.8,94.7,0.0,147.4,11.4,946.8,852.1,1.3862943611198906,41.1
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,4.61512051684126,56.81
261.0,100.0,78.0,201.0,9.0,864.0,761.0,3.367295829986474,32.4
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,3.367295829986474,19.77
143.6,0.0,174.9,158.4,17.9,942.7,844.5,3.367295829986474,15.42
374.3,0.0,0.0,190.2,6.7,1013.2,730.4,3.367295829986474,39.06
313.3,262.2,0.0,175.5,8.6,1046.9,611.8,4.04305126783455,64.9
350.0,0.0,0.0,203.0,0.0,974.0,775.0,2.70805020110221,22.53
168.0,42.1,163.8,121.8,5.7,1058.7,780.1,4.61512051684126,39.23
475.0,0.0,0.0,228.0,0.0,932.0,594.0,3.367295829986474,39.29
322.0,0.0,0.0,203.0,0.0,974.0,800.0,5.198497031265826,29.59
393.0,0.0,0.0,192.0,0.0,940.6,785.6,4.51085950651685,48.85
145.4,0.0,178.9,201.7,7.8,824.0,868.7,3.367295829986474,10.54
375.0,93.8,0.0,126.6,23.4,852.1,992.6,4.04305126783455,60.2
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,4.04305126783455,37.27
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,1.3862943611198906,30.45
310.0,143.0,0.0,168.0,10.0,914.0,804.0,3.367295829986474,45.3
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3.367295829986474,38.2
133.0,200.0,0.0,192.0,0.0,927.4,839.2,4.51085950651685,36.59
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,4.04305126783455,61.99
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,2.70805020110221,33.09
439.0,177.0,0.0,186.0,11.1,884.9,707.9,1.3862943611198906,39.3
287.0,121.0,94.0,188.0,9.0,904.0,696.0,3.367295829986474,41.94
190.7,0.0,125.4,162.1,7.8,1090.0,804.0,2.70805020110221,21.06
144.0,15.0,195.0,176.0,6.0,1021.0,709.0,3.367295829986474,15.34
168.9,42.2,124.3,158.3,10.8,1080.8,796.2,4.04305126783455,39.15
380.0,0.0,0.0,228.0,0.0,932.0,670.0,5.198497031265826,53.1
288.0,192.0,0.0,192.0,0.0,932.0,717.8,2.0794415416798357,23.52
236.0,157.0,0.0,192.0,0.0,972.6,749.1,4.51085950651685,47.78
252.0,0.0,0.0,185.0,0.0,1111.0,784.0,2.0794415416798357,13.71
149.0,117.6,91.7,182.9,7.1,953.4,780.3,3.367295829986474,23.52
313.0,0.0,0.0,178.0,8.0,1000.0,822.0,3.367295829986474,25.1
401.8,94.7,0.0,147.4,11.4,946.8,852.1,4.5217885770490405,75.5
251.4,0.0,118.3,188.5,6.4,1028.4,757.7,4.04305126783455,36.64
520.0,0.0,0.0,175.0,5.2,870.0,805.0,3.367295829986474,51.02
389.9,189.0,0.0,145.9,22.0,944.7,755.8,4.04305126783455,79.4
